itemid,country_alpha2,hudoc_decision_body,case_importance,has_separate_opinion,represented,num_violations_found,violation_type,num_applicants,judgment_year,judgment_month,violated_articles_count,violated_article_6,violated_article_3,violated_article_5,violated_article_13,violated_article_8,violated_article_P1_1,violated_article_2,violated_article_10,violated_article_11,violated_article_14,violated_article_34,violated_article_9,violated_article_P1_3,violated_article_38,violated_article_P4_2,violated_article_7,violated_article_P7_4,violated_article_P1_2,violated_article_18,violated_article_P7_2,app_sex_male_ratio,app_sex_female_ratio,app_sex_unknown_ratio,app_age_child_ratio,app_age_adolescent_ratio,app_age_adult_ratio,app_age_elderly_ratio,app_age_unknown_ratio,app_birth_year_median,app_unique_nationality_count,app_multi_nationality_flag,perapp_unique_beneficiary_category_count,perapp_has_joint_beneficiary_category_flag,rl_violation_type_procedural_ratio,rl_violation_type_both_ratio,rl_violation_duration_months,rl_violation_duration_months_missing_ratio,gdp_per_capita_log1p,gdp_constant_2015_log1p
001-68721,ru,CHAMBER,4,0,1,1,substantive,1,2005,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,0.0,1.0,8.58006565259,27.680804665
001-68723,hu,CHAMBER,4,0,0,1,procedural,1,2005,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,9.32484735361,25.4569066847
001-68732,lt,CHAMBER,3,0,0,3,substantive,1,2005,4,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1952.0,1,0,1,0,0.0,0.0,40.5,0.0,8.96929140722,24.1953821887
001-68734,ru,CHAMBER,3,0,1,2,substantive,1,2005,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1949.0,1,0,1,0,0.0,0.0,18.0,0.0,8.58006565259,27.680804665
001-68736,at,CHAMBER,3,0,1,2,substantive,1,2005,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1961.0,1,0,1,0,0.0,0.0,79.7,0.0,10.5495004158,26.5440920854
001-68749,lt,CHAMBER,3,0,1,2,substantive,2,2005,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1947.0,1,0,0,0,0.0,0.0,0.0,1.0,8.96929140722,24.1953821887
001-68754,mt,CHAMBER,3,1,1,2,substantive,1,2005,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1961.0,1,0,1,0,0.0,0.0,94.67,0.0,9.66981021827,22.7137111267
001-68775,tr,CHAMBER,4,0,1,1,procedural,1,2005,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1959.0,1,0,1,0,1.0,0.0,252.0,0.0,8.90012011803,26.9933263593
001-68790,ge,CHAMBER,1,1,1,7,substantive,13,2005,4,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.0,0.4615384615384615,1975.0,2,1,13,1,0.0,0.0,1.0,0.0,7.40475593322,22.927132233
001-68838,ua,CHAMBER,4,0,0,1,substantive,1,2005,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1958.0,1,0,1,0,0.0,0.0,50.0,0.0,7.53707572929,25.338437547
001-68840,ua,CHAMBER,4,0,0,2,substantive,1,2005,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1941.0,1,0,0,0,0.0,0.0,20.0,0.0,7.53707572929,25.338437547
001-68842,ua,CHAMBER,4,0,0,1,substantive,1,2005,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1970.0,1,0,1,0,0.0,0.0,34.0,0.0,7.53707572929,25.338437547
001-68844,ua,CHAMBER,4,0,0,1,substantive,1,2005,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1939.0,1,0,1,0,0.0,0.0,48.0,0.0,7.53707572929,25.338437547
001-68846,ua,CHAMBER,4,0,0,1,substantive,1,2005,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1956.0,1,0,1,0,0.0,0.0,37.0,0.0,7.53707572929,25.338437547
001-68862,it,CHAMBER,1,1,1,2,substantive,2,2005,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1966.0,1,0,2,0,0.0,0.0,60.0,0.0,10.3754805714,28.2953642317
001-68882,pl,CHAMBER,3,0,0,1,substantive,1,2005,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1955.0,1,0,1,0,0.0,0.0,47.0,0.0,8.99279652831,26.5167930647
001-68884,tr,CHAMBER,4,0,1,1,procedural,1,2005,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1963.0,1,0,1,0,1.0,0.0,0.0,1.0,8.90012011803,26.9933263593
001-68886,ua,CHAMBER,3,0,0,1,substantive,1,2005,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1940.0,1,0,1,0,0.0,0.0,36.0,0.0,7.53707572929,25.338437547
001-68920,de,CHAMBER,1,1,1,1,substantive,1,2005,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1938.0,1,0,1,0,0.0,0.0,0.0,1.0,10.4655414047,28.7198814311
001-68922,bg,CHAMBER,3,0,1,1,substantive,1,2005,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1948.0,1,0,1,0,0.0,0.0,0.0,1.0,8.26894359516,24.4138107079
001-68928,bg,CHAMBER,3,0,1,3,substantive,1,2005,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1958.0,1,0,1,0,0.0,0.0,129.0,0.0,8.26894359516,24.4138107079
001-68940,hr,CHAMBER,4,0,0,1,substantive,2,2005,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,1943.0,1,0,0,0,0.0,0.0,45.0,0.0,9.25383346812,24.6285642422
001-68953,ua,CHAMBER,4,0,0,2,substantive,1,2005,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1953.0,1,0,0,0,0.0,0.0,26.0,0.0,7.53707572929,25.338437547
001-68956,ua,CHAMBER,4,0,1,2,substantive,5,2005,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.0,0.0,0.0,1.0,0.0,0.0,1963.0,1,0,5,0,0.0,0.0,60.0,0.0,7.53707572929,25.338437547
001-68959,ua,CHAMBER,4,0,0,2,substantive,1,2005,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1949.0,1,0,0,0,0.0,0.0,35.0,0.0,7.53707572929,25.338437547
001-69022,tr,GRANDCHAMBER,1,1,1,3,procedural,1,2005,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,1.0,0.0,0.2333333333333333,0.0,8.90012011803,26.9933263593
001-69030,cz,CHAMBER,4,0,1,1,substantive,1,2005,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0.0,0.0,0.0,1.0,9.50625037412,25.7646026817
001-69033,sk,CHAMBER,4,0,0,1,substantive,1,2005,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1953.0,1,0,1,0,0.0,0.0,0.0,1.0,9.36242099919,24.8392957255
001-69035,sk,CHAMBER,3,0,1,1,substantive,1,2005,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1950.0,1,0,0,0,0.0,0.0,0.0,1.0,9.36242099919,24.8392957255
001-69037,sk,CHAMBER,4,0,1,1,substantive,1,2005,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1923.0,1,0,1,0,0.0,0.0,0.0,1.0,9.36242099919,24.8392957255
001-69039,sk,CHAMBER,4,0,1,1,substantive,1,2005,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1943.0,1,0,1,0,0.0,0.0,114.5,0.0,9.36242099919,24.8392957255
001-69041,sk,CHAMBER,3,0,1,3,substantive,2,2005,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1970.5,1,0,2,0,0.0,0.0,0.0,1.0,9.36242099919,24.8392957255
001-69091,tr,CHAMBER,3,0,1,1,substantive,1,2005,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1924.0,1,0,1,0,0.0,0.0,0.0,1.0,8.90012011803,26.9933263593
001-69095,li,CHAMBER,3,0,1,1,substantive,5,2005,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,0.0,1930.0,1,0,0,0,0.0,0.0,0.0,1.0,11.5645312523,22.4158193352
001-69116,tr,CHAMBER,3,0,1,2,both,2,2005,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,2,1,0.0,1.0,144.0,0.0,8.90012011803,26.9933263593
001-69120,ro,CHAMBER,2,0,1,1,substantive,1,2005,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1951.0,1,0,1,0,0.0,0.0,96.0,0.0,8.43793426991,25.6278951494
001-69126,md,CHAMBER,4,0,1,1,substantive,1,2005,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1968.0,1,0,1,0,0.0,0.0,34.0,0.0,6.9425353562,22.4362074127
001-69131,pl,CHAMBER,3,0,0,1,procedural,2,2005,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,1.0,0.0,132.0,0.0,8.99279652831,26.5167930647
001-69133,cz,CHAMBER,4,0,1,1,substantive,1,2005,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0.0,0.0,60.0,0.0,9.50625037412,25.7646026817
001-69139,tr,CHAMBER,3,0,1,5,both,1,2005,5,4,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1966.0,1,0,1,0,0.0,1.0,132.0,0.0,8.90012011803,26.9933263593
001-69161,hr,CHAMBER,4,0,1,1,procedural,1,2005,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1942.0,1,0,1,0,1.0,0.0,90.0,0.0,9.25383346812,24.6285642422
001-69165,hr,CHAMBER,3,0,0,2,substantive,1,2005,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1939.0,1,0,1,0,0.0,0.0,0.0,1.0,9.25383346812,24.6285642422
001-69167,at,CHAMBER,3,0,1,2,substantive,1,2005,5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1968.0,1,0,1,0,0.0,0.0,0.0,1.0,10.5495004158,26.5440920854
001-69196,tr,CHAMBER,3,1,1,4,both,1,2005,5,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1955.0,1,0,1,0,0.0,1.0,132.0,0.0,8.90012011803,26.9933263593
001-69202,tr,CHAMBER,3,1,1,2,both,1,2005,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1951.0,1,0,1,0,0.0,1.0,0.0,1.0,8.90012011803,26.9933263593
001-69204,sk,CHAMBER,4,0,0,1,procedural,1,2005,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1970.0,1,0,1,0,1.0,0.0,0.0,1.0,9.36242099919,24.8392957255
001-69206,tr,CHAMBER,3,1,1,5,both,1,2005,5,4,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1948.0,1,0,1,0,0.0,1.0,12.0,0.0,8.90012011803,26.9933263593
001-69208,tr,CHAMBER,3,1,1,4,substantive,1,2005,5,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0.0,0.0,0.0,1.0,8.90012011803,26.9933263593
001-69210,sk,CHAMBER,4,0,0,1,procedural,1,2005,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1944.0,1,0,1,0,1.0,0.0,0.0,1.0,9.36242099919,24.8392957255
001-69212,fi,CHAMBER,3,0,1,1,substantive,2,2005,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1957.0,1,0,2,0,0.0,0.0,104.0,0.0,10.5726204438,26.13094446
001-69214,tr,CHAMBER,3,1,1,4,both,1,2005,5,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1944.0,1,0,1,0,0.0,1.0,120.0,0.0,8.90012011803,26.9933263593
001-69216,tr,CHAMBER,3,1,1,5,both,1,2005,5,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,1,0.0,1.0,0.0,1.0,8.90012011803,26.9933263593
001-69236,ru,CHAMBER,2,0,1,1,substantive,1,2005,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1961.0,1,0,1,0,0.0,0.0,6.0,0.0,8.58006565259,27.680804665
001-69239,ru,CHAMBER,2,1,1,1,substantive,1,2005,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1955.0,1,0,1,0,0.0,0.0,0.0,1.0,8.58006565259,27.680804665
001-69243,at,CHAMBER,3,1,1,2,substantive,2,2005,6,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1,0,2,0,0.0,0.0,0.0,1.0,10.5495004158,26.5440920854
001-69261,ua,CHAMBER,3,0,0,3,substantive,1,2005,6,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1935.0,1,0,1,0,0.0,0.0,52.0,0.0,7.53707572929,25.338437547
001-69266,cz,CHAMBER,1,0,0,1,substantive,1,2005,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,0.0,1.0,9.50625037412,25.7646026817
001-69313,bg,CHAMBER,3,0,1,4,substantive,1,2005,6,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1962.0,1,0,1,0,0.0,0.0,3.0,0.0,8.26894359516,24.4138107079
001-69315,ru,CHAMBER,1,1,1,1,substantive,1,2005,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0.0,0.0,84.0,0.0,8.58006565259,27.680804665
001-69321,ru,CHAMBER,4,0,0,1,substantive,1,2005,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1960.0,1,0,1,0,0.0,0.0,66.0,0.0,8.58006565259,27.680804665
001-69323,ru,CHAMBER,4,1,0,1,procedural,1,2005,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1937.0,1,0,0,0,1.0,0.0,43.3,0.0,8.58006565259,27.680804665
001-69354,ru,CHAMBER,4,0,1,1,substantive,1,2005,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0.0,0.0,15.0,0.0,8.58006565259,27.680804665
001-69356,pl,CHAMBER,3,0,0,1,substantive,1,2005,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1967.0,1,0,0,0,0.0,0.0,1.0,0.0,8.99279652831,26.5167930647
001-69374,de,CHAMBER,1,0,1,2,substantive,1,2005,6,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1958.0,1,0,1,0,0.0,0.0,20.0,0.0,10.4655414047,28.7198814311
001-69391,lv,CHAMBER,3,1,1,1,substantive,4,2005,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0.0,0.0,0.75,0.0,0.25,1949.0,1,0,1,0,0.0,0.0,120.0,0.0,8.89354353238,23.842360691
001-69392,ru,CHAMBER,4,0,1,1,substantive,1,2005,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1956.0,1,0,1,0,0.0,0.0,1.17,0.0,8.58006565259,27.680804665
001-69396,hr,CHAMBER,4,0,0,1,substantive,1,2005,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1956.0,1,0,0,0,0.0,0.0,42.0,0.0,9.25383346812,24.6285642422
001-69416,ua,CHAMBER,4,0,0,1,substantive,1,2005,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1931.0,1,0,0,0,0.0,0.0,27.0,0.0,7.53707572929,25.338437547
001-69418,gb,CHAMBER,3,0,1,2,procedural,1,2005,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1954.0,1,0,1,0,1.0,0.0,22.0,0.0,10.6511524231,28.5929023239
001-69420,ua,CHAMBER,4,0,0,1,substantive,1,2005,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1935.0,1,0,1,0,0.0,0.0,35.0,0.0,7.53707572929,25.338437547
001-69422,sk,CHAMBER,4,0,0,2,substantive,3,2005,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1952.0,1,0,0,0,0.0,0.0,60.43,0.0,9.36242099919,24.8392957255
001-69424,gb,CHAMBER,1,0,1,2,procedural,1,2005,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1972.0,1,0,1,0,1.0,0.0,12.0,0.0,10.6511524231,28.5929023239
001-69428,ee,CHAMBER,4,0,1,1,substantive,1,2005,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1972.0,1,0,1,0,0.0,0.0,26.73,0.0,9.25106362098,23.7149948098
001-69465,pl,CHAMBER,4,0,1,2,substantive,1,2005,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1946.0,1,0,1,0,0.0,0.0,3.75,0.0,8.99279652831,26.5167930647
001-69471,ru,CHAMBER,4,0,0,1,substantive,1,2005,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1966.0,1,0,1,0,0.0,0.0,0.0,1.0,8.58006565259,27.680804665
001-69457,tr,CHAMBER,4,0,1,2,substantive,2,2005,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1975.5,1,0,2,0,0.0,0.0,0.0,1.0,8.90012011803,26.9933263593
001-69529,it,CHAMBER,3,0,1,1,procedural,1,2005,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1969.0,1,0,1,0,1.0,0.0,0.0,1.0,10.3754805714,28.2953642317
001-69571,nl,CHAMBER,3,0,1,1,procedural,1,2005,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,10.6493788835,27.2630650045
001-69579,ru,CHAMBER,2,0,1,1,substantive,2,2005,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1954.5,1,0,1,0,0.0,0.0,126.0,0.0,8.58006565259,27.680804665
001-69602,ua,CHAMBER,4,0,1,1,substantive,1,2005,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0.0,0.0,43.0,0.0,7.53707572929,25.338437547
001-69612,hu,CHAMBER,4,0,1,1,procedural,1,2005,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1949.0,1,0,0,0,1.0,0.0,0.0,1.0,9.32484735361,25.4569066847
001-69614,nl,CHAMBER,1,1,1,1,substantive,1,2005,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1967.0,1,0,0,0,0.0,0.0,0.0,1.0,10.6493788835,27.2630650045
001-69616,ru,CHAMBER,2,0,1,1,procedural,1,2005,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1940.0,1,0,1,0,1.0,0.0,0.0,1.0,8.58006565259,27.680804665
001-69629,pl,CHAMBER,1,0,0,1,substantive,1,2005,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1934.0,1,0,1,0,0.0,0.0,72.0,0.0,8.99279652831,26.5167930647
001-69630,bg,GRANDCHAMBER,1,1,1,3,both,2,2005,7,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,2,1,0.0,1.0,0.0,1.0,8.26894359516,24.4138107079
001-69632,at,CHAMBER,4,0,1,1,substantive,1,2005,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1951.0,1,0,1,0,0.0,0.0,77.0,0.0,10.5495004158,26.5440920854
001-69634,hr,CHAMBER,4,0,1,1,substantive,2,2005,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,1945.0,1,0,0,0,0.0,0.0,90.0,0.0,9.25383346812,24.6285642422
001-69636,ru,CHAMBER,1,0,0,2,substantive,1,2005,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1962.0,1,0,1,0,0.0,0.0,12.0,0.0,8.58006565259,27.680804665
001-69638,ru,CHAMBER,4,0,0,1,substantive,1,2005,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1956.0,1,0,1,0,0.0,0.0,24.0,0.0,8.58006565259,27.680804665
