itemid,hudoc_url,split,test_view,test_challenging_view,respondent_state,country_alpha2,judgment_year,gdp_per_capita_current_usd,gdp_constant_2015_usd,gdp_per_capita_log1p,gdp_constant_2015_log1p
001-69416,https://hudoc.echr.coe.int/eng?i=001-69416,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-69418,https://hudoc.echr.coe.int/eng?i=001-69418,train,,False,United Kingdom,gb,2005,42240.2462988,2616614241850.0,10.6511524231,28.5929023239
001-69420,https://hudoc.echr.coe.int/eng?i=001-69420,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-69422,https://hudoc.echr.coe.int/eng?i=001-69422,train,,False,Slovakia,sk,2005,11641.5410322,61315329710.6,9.36242099919,24.8392957255
001-69424,https://hudoc.echr.coe.int/eng?i=001-69424,train,,False,United Kingdom,gb,2005,42240.2462988,2616614241850.0,10.6511524231,28.5929023239
001-69428,https://hudoc.echr.coe.int/eng?i=001-69428,train,,False,Estonia,ee,2005,10414.6381184,19920094036.4,9.25106362098,23.7149948098
001-69465,https://hudoc.echr.coe.int/eng?i=001-69465,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-69471,https://hudoc.echr.coe.int/eng?i=001-69471,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-69457,https://hudoc.echr.coe.int/eng?i=001-69457,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-69529,https://hudoc.echr.coe.int/eng?i=001-69529,train,,False,Italy,it,2005,32062.7238337,1943213635520.0,10.3754805714,28.2953642317
001-69571,https://hudoc.echr.coe.int/eng?i=001-69571,train,,False,Netherlands,nl,2005,42165.3961684,692147558367.0,10.6493788835,27.2630650045
001-69579,https://hudoc.echr.coe.int/eng?i=001-69579,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-69602,https://hudoc.echr.coe.int/eng?i=001-69602,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-69612,https://hudoc.echr.coe.int/eng?i=001-69612,train,,False,Hungary,hu,2005,11212.2046969,113708806061.0,9.32484735361,25.4569066847
001-69614,https://hudoc.echr.coe.int/eng?i=001-69614,train,,False,Netherlands,nl,2005,42165.3961684,692147558367.0,10.6493788835,27.2630650045
001-69616,https://hudoc.echr.coe.int/eng?i=001-69616,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-69629,https://hudoc.echr.coe.int/eng?i=001-69629,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-69630,https://hudoc.echr.coe.int/eng?i=001-69630,train,,False,Bulgaria,bg,2005,3899.82596333,40066672175.6,8.26894359516,24.4138107079
001-69632,https://hudoc.echr.coe.int/eng?i=001-69632,train,,False,Austria,at,2005,38157.3702286,337250591306.0,10.5495004158,26.5440920854
001-69634,https://hudoc.echr.coe.int/eng?i=001-69634,train,,False,Croatia,hr,2005,10443.5278353,49664897966.6,9.25383346812,24.6285642422
001-69636,https://hudoc.echr.coe.int/eng?i=001-69636,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-69638,https://hudoc.echr.coe.int/eng?i=001-69638,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-69672,https://hudoc.echr.coe.int/eng?i=001-69672,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-69705,https://hudoc.echr.coe.int/eng?i=001-69705,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-69754,https://hudoc.echr.coe.int/eng?i=001-69754,train,,False,United Kingdom,gb,2005,42240.2462988,2616614241850.0,10.6511524231,28.5929023239
001-69779,https://hudoc.echr.coe.int/eng?i=001-69779,train,,False,Bulgaria,bg,2005,3899.82596333,40066672175.6,8.26894359516,24.4138107079
001-69787,https://hudoc.echr.coe.int/eng?i=001-69787,train,,False,Romania,ro,2005,4618.00350803,134912890211.0,8.43793426991,25.6278951494
001-69788,https://hudoc.echr.coe.int/eng?i=001-69788,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-69800,https://hudoc.echr.coe.int/eng?i=001-69800,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-69831,https://hudoc.echr.coe.int/eng?i=001-69831,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-69835,https://hudoc.echr.coe.int/eng?i=001-69835,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-69891,https://hudoc.echr.coe.int/eng?i=001-69891,train,,False,France,fr,2005,34696.3718317,2207920477340.0,10.4544192233,28.423072228
001-69892,https://hudoc.echr.coe.int/eng?i=001-69892,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-69898,https://hudoc.echr.coe.int/eng?i=001-69898,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-69903,https://hudoc.echr.coe.int/eng?i=001-69903,train,,False,Hungary,hu,2005,11212.2046969,113708806061.0,9.32484735361,25.4569066847
001-69906,https://hudoc.echr.coe.int/eng?i=001-69906,train,,False,Finland,fi,2005,39049.870378,223113056548.0,10.5726204438,26.13094446
001-69908,https://hudoc.echr.coe.int/eng?i=001-69908,train,,False,Finland,fi,2005,39049.870378,223113056548.0,10.5726204438,26.13094446
001-69911,https://hudoc.echr.coe.int/eng?i=001-69911,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-69913,https://hudoc.echr.coe.int/eng?i=001-69913,train,,False,"Moldova, Republic of",md,2005,1034.39197747,5545249279.88,6.9425353562,22.4362074127
001-69915,https://hudoc.echr.coe.int/eng?i=001-69915,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-69941,https://hudoc.echr.coe.int/eng?i=001-69941,train,,False,Italy,it,2005,32062.7238337,1943213635520.0,10.3754805714,28.2953642317
001-69964,https://hudoc.echr.coe.int/eng?i=001-69964,train,,False,Italy,it,2005,32062.7238337,1943213635520.0,10.3754805714,28.2953642317
001-69965,https://hudoc.echr.coe.int/eng?i=001-69965,train,,False,Italy,it,2005,32062.7238337,1943213635520.0,10.3754805714,28.2953642317
001-69966,https://hudoc.echr.coe.int/eng?i=001-69966,train,,False,Italy,it,2005,32062.7238337,1943213635520.0,10.3754805714,28.2953642317
001-69978,https://hudoc.echr.coe.int/eng?i=001-69978,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-70021,https://hudoc.echr.coe.int/eng?i=001-70021,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70043,https://hudoc.echr.coe.int/eng?i=001-70043,train,,False,Romania,ro,2005,4618.00350803,134912890211.0,8.43793426991,25.6278951494
001-70090,https://hudoc.echr.coe.int/eng?i=001-70090,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-70092,https://hudoc.echr.coe.int/eng?i=001-70092,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70104,https://hudoc.echr.coe.int/eng?i=001-70104,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70114,https://hudoc.echr.coe.int/eng?i=001-70114,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-70116,https://hudoc.echr.coe.int/eng?i=001-70116,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70132,https://hudoc.echr.coe.int/eng?i=001-70132,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-70134,https://hudoc.echr.coe.int/eng?i=001-70134,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-70136,https://hudoc.echr.coe.int/eng?i=001-70136,train,,False,United Kingdom,gb,2005,42240.2462988,2616614241850.0,10.6511524231,28.5929023239
001-70138,https://hudoc.echr.coe.int/eng?i=001-70138,train,,False,"Moldova, Republic of",md,2005,1034.39197747,5545249279.88,6.9425353562,22.4362074127
001-70160,https://hudoc.echr.coe.int/eng?i=001-70160,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70162,https://hudoc.echr.coe.int/eng?i=001-70162,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70168,https://hudoc.echr.coe.int/eng?i=001-70168,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70170,https://hudoc.echr.coe.int/eng?i=001-70170,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70179,https://hudoc.echr.coe.int/eng?i=001-70179,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70181,https://hudoc.echr.coe.int/eng?i=001-70181,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-70182,https://hudoc.echr.coe.int/eng?i=001-70182,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70183,https://hudoc.echr.coe.int/eng?i=001-70183,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-70186,https://hudoc.echr.coe.int/eng?i=001-70186,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70187,https://hudoc.echr.coe.int/eng?i=001-70187,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-70193,https://hudoc.echr.coe.int/eng?i=001-70193,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-70241,https://hudoc.echr.coe.int/eng?i=001-70241,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-70243,https://hudoc.echr.coe.int/eng?i=001-70243,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-70245,https://hudoc.echr.coe.int/eng?i=001-70245,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-70247,https://hudoc.echr.coe.int/eng?i=001-70247,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70285,https://hudoc.echr.coe.int/eng?i=001-70285,train,,False,Slovakia,sk,2005,11641.5410322,61315329710.6,9.36242099919,24.8392957255
001-70287,https://hudoc.echr.coe.int/eng?i=001-70287,train,,False,Slovakia,sk,2005,11641.5410322,61315329710.6,9.36242099919,24.8392957255
001-70289,https://hudoc.echr.coe.int/eng?i=001-70289,train,,False,Hungary,hu,2005,11212.2046969,113708806061.0,9.32484735361,25.4569066847
001-70291,https://hudoc.echr.coe.int/eng?i=001-70291,train,,False,Georgia,ge,2005,1642.78359415,9059975319.6,7.40475593322,22.927132233
001-70293,https://hudoc.echr.coe.int/eng?i=001-70293,train,,False,Georgia,ge,2005,1642.78359415,9059975319.6,7.40475593322,22.927132233
001-70377,https://hudoc.echr.coe.int/eng?i=001-70377,train,,False,Netherlands,nl,2005,42165.3961684,692147558367.0,10.6493788835,27.2630650045
001-70356,https://hudoc.echr.coe.int/eng?i=001-70356,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-70357,https://hudoc.echr.coe.int/eng?i=001-70357,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-70358,https://hudoc.echr.coe.int/eng?i=001-70358,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-70359,https://hudoc.echr.coe.int/eng?i=001-70359,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-70360,https://hudoc.echr.coe.int/eng?i=001-70360,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-70362,https://hudoc.echr.coe.int/eng?i=001-70362,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-70365,https://hudoc.echr.coe.int/eng?i=001-70365,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-70366,https://hudoc.echr.coe.int/eng?i=001-70366,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-70367,https://hudoc.echr.coe.int/eng?i=001-70367,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-70368,https://hudoc.echr.coe.int/eng?i=001-70368,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-70369,https://hudoc.echr.coe.int/eng?i=001-70369,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-70371,https://hudoc.echr.coe.int/eng?i=001-70371,train,,False,"Moldova, Republic of",md,2005,1034.39197747,5545249279.88,6.9425353562,22.4362074127
001-70373,https://hudoc.echr.coe.int/eng?i=001-70373,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70434,https://hudoc.echr.coe.int/eng?i=001-70434,train,,False,"Moldova, Republic of",md,2005,1034.39197747,5545249279.88,6.9425353562,22.4362074127
001-70449,https://hudoc.echr.coe.int/eng?i=001-70449,train,,False,Slovenia,si,2005,17969.7095907,38213609800.4,9.79649846652,24.3664575666
001-70458,https://hudoc.echr.coe.int/eng?i=001-70458,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70459,https://hudoc.echr.coe.int/eng?i=001-70459,train,,False,Germany,de,2005,35084.4363546,2970886268370.0,10.4655414047,28.7198814311
001-70460,https://hudoc.echr.coe.int/eng?i=001-70460,train,,False,Croatia,hr,2005,10443.5278353,49664897966.6,9.25383346812,24.6285642422
001-70462,https://hudoc.echr.coe.int/eng?i=001-70462,train,,False,Croatia,hr,2005,10443.5278353,49664897966.6,9.25383346812,24.6285642422
001-70463,https://hudoc.echr.coe.int/eng?i=001-70463,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70465,https://hudoc.echr.coe.int/eng?i=001-70465,train,,False,Croatia,hr,2005,10443.5278353,49664897966.6,9.25383346812,24.6285642422
001-70466,https://hudoc.echr.coe.int/eng?i=001-70466,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-70467,https://hudoc.echr.coe.int/eng?i=001-70467,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-70520,https://hudoc.echr.coe.int/eng?i=001-70520,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-70524,https://hudoc.echr.coe.int/eng?i=001-70524,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-70526,https://hudoc.echr.coe.int/eng?i=001-70526,train,,False,Hungary,hu,2005,11212.2046969,113708806061.0,9.32484735361,25.4569066847
001-70528,https://hudoc.echr.coe.int/eng?i=001-70528,train,,False,Poland,pl,2005,8043.92332254,328168510413.0,8.99279652831,26.5167930647
001-70536,https://hudoc.echr.coe.int/eng?i=001-70536,train,,False,Sweden,se,2005,43378.4077394,417073066880.0,10.6777401314,26.7565272637
001-70538,https://hudoc.echr.coe.int/eng?i=001-70538,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70579,https://hudoc.echr.coe.int/eng?i=001-70579,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-70581,https://hudoc.echr.coe.int/eng?i=001-70581,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-70583,https://hudoc.echr.coe.int/eng?i=001-70583,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-70635,https://hudoc.echr.coe.int/eng?i=001-70635,train,,False,"Moldova, Republic of",md,2005,1034.39197747,5545249279.88,6.9425353562,22.4362074127
001-70637,https://hudoc.echr.coe.int/eng?i=001-70637,train,,False,Slovakia,sk,2005,11641.5410322,61315329710.6,9.36242099919,24.8392957255
001-70638,https://hudoc.echr.coe.int/eng?i=001-70638,train,,False,Ukraine,ua,2005,1875.33508301,101005170643.0,7.53707572929,25.338437547
001-70662,https://hudoc.echr.coe.int/eng?i=001-70662,train,,False,United Kingdom,gb,2005,42240.2462988,2616614241850.0,10.6511524231,28.5929023239
001-70678,https://hudoc.echr.coe.int/eng?i=001-70678,train,,False,Bulgaria,bg,2005,3899.82596333,40066672175.6,8.26894359516,24.4138107079
001-70681,https://hudoc.echr.coe.int/eng?i=001-70681,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70683,https://hudoc.echr.coe.int/eng?i=001-70683,train,,False,Bulgaria,bg,2005,3899.82596333,40066672175.6,8.26894359516,24.4138107079
001-70685,https://hudoc.echr.coe.int/eng?i=001-70685,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-70687,https://hudoc.echr.coe.int/eng?i=001-70687,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-70689,https://hudoc.echr.coe.int/eng?i=001-70689,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70691,https://hudoc.echr.coe.int/eng?i=001-70691,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70694,https://hudoc.echr.coe.int/eng?i=001-70694,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70698,https://hudoc.echr.coe.int/eng?i=001-70698,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-70723,https://hudoc.echr.coe.int/eng?i=001-70723,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-70725,https://hudoc.echr.coe.int/eng?i=001-70725,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70727,https://hudoc.echr.coe.int/eng?i=001-70727,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-70729,https://hudoc.echr.coe.int/eng?i=001-70729,train,,False,United Kingdom,gb,2005,42240.2462988,2616614241850.0,10.6511524231,28.5929023239
001-70731,https://hudoc.echr.coe.int/eng?i=001-70731,train,,False,Bulgaria,bg,2005,3899.82596333,40066672175.6,8.26894359516,24.4138107079
001-70756,https://hudoc.echr.coe.int/eng?i=001-70756,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-70759,https://hudoc.echr.coe.int/eng?i=001-70759,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70761,https://hudoc.echr.coe.int/eng?i=001-70761,train,,False,Russian Federation,ru,2005,5323.45507812,1051043572410.0,8.58006565259,27.680804665
001-70763,https://hudoc.echr.coe.int/eng?i=001-70763,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
001-70765,https://hudoc.echr.coe.int/eng?i=001-70765,train,,False,Germany,de,2005,35084.4363546,2970886268370.0,10.4655414047,28.7198814311
001-70767,https://hudoc.echr.coe.int/eng?i=001-70767,train,,False,Germany,de,2005,35084.4363546,2970886268370.0,10.4655414047,28.7198814311
001-70769,https://hudoc.echr.coe.int/eng?i=001-70769,train,,False,Turkey,tr,2005,7331.8542943,528509363516.0,8.90012011803,26.9933263593
